[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.00%, 9.707MiB / 3.871GiB, 0.24%, 28.6MB / 21MB, 0B / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.25%, 25.36MiB / 500MiB, 5.07%, 383kB / 70kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.836MiB / 125MiB, 4.67%, 100kB / 56.8kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.34%, 10.89MiB / 3.871GiB, 0.27%, 22.5MB / 31.2MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.50%, 9.715MiB / 3.871GiB, 0.25%, 31.3MB / 22.9MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.4kB / 49.3kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.07%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.25%, 25.36MiB / 500MiB, 5.07%, 383kB / 70kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.836MiB / 125MiB, 4.67%, 100kB / 56.8kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.34%, 10.89MiB / 3.871GiB, 0.27%, 22.5MB / 31.2MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.63%, 9.715MiB / 3.871GiB, 0.25%, 31.4MB / 23MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 2.016MiB / 50MiB, 4.03%, 32.5kB / 49.5kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.07%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.25%, 25.36MiB / 500MiB, 5.07%, 383kB / 70kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.836MiB / 125MiB, 4.67%, 100kB / 56.8kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.09%, 10.89MiB / 3.871GiB, 0.27%, 22.6MB / 31.3MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.63%, 9.715MiB / 3.871GiB, 0.25%, 31.4MB / 23MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 2.016MiB / 50MiB, 4.03%, 32.5kB / 49.5kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.28%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.15%, 25.36MiB / 500MiB, 5.07%, 385kB / 70kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.836MiB / 125MiB, 4.67%, 101kB / 56.9kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.09%, 10.89MiB / 3.871GiB, 0.27%, 22.6MB / 31.3MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.63%, 9.715MiB / 3.871GiB, 0.25%, 31.4MB / 23MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 2.016MiB / 50MiB, 4.03%, 32.5kB / 49.5kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.28%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.15%, 25.36MiB / 500MiB, 5.07%, 385kB / 70kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.836MiB / 125MiB, 4.67%, 101kB / 56.9kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.09%, 10.89MiB / 3.871GiB, 0.27%, 22.6MB / 31.3MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.13%, 9.715MiB / 3.871GiB, 0.25%, 31.5MB / 23.1MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.6kB / 49.6kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.36MiB / 500MiB, 5.07%, 385kB / 70kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.08%, 5.836MiB / 125MiB, 4.67%, 101kB / 56.9kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 119.47%, 10.89MiB / 3.871GiB, 0.27%, 22.6MB / 31.4MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.13%, 9.715MiB / 3.871GiB, 0.25%, 31.5MB / 23.1MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.6kB / 49.6kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.36MiB / 500MiB, 5.07%, 385kB / 70kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.08%, 5.836MiB / 125MiB, 4.67%, 101kB / 56.9kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 119.47%, 10.89MiB / 3.871GiB, 0.27%, 22.6MB / 31.4MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 15.14%, 9.715MiB / 3.871GiB, 0.25%, 31.6MB / 23.1MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.6kB / 49.6kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 385kB / 70kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.836MiB / 125MiB, 4.67%, 101kB / 56.9kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 109.91%, 10.89MiB / 3.871GiB, 0.27%, 22.7MB / 31.5MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 15.14%, 9.715MiB / 3.871GiB, 0.25%, 31.6MB / 23.1MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.6kB / 49.6kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 385kB / 70kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.836MiB / 125MiB, 4.67%, 101kB / 56.9kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 109.91%, 10.89MiB / 3.871GiB, 0.27%, 22.7MB / 31.5MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.58%, 9.715MiB / 3.871GiB, 0.25%, 31.7MB / 23.2MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.6kB / 49.6kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.34%, 25.36MiB / 500MiB, 5.07%, 385kB / 70kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.13%, 5.836MiB / 125MiB, 4.67%, 101kB / 57kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 118.15%, 10.89MiB / 3.871GiB, 0.27%, 22.7MB / 31.5MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.58%, 9.715MiB / 3.871GiB, 0.25%, 31.7MB / 23.2MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.6kB / 49.6kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.34%, 25.36MiB / 500MiB, 5.07%, 385kB / 70kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.13%, 5.836MiB / 125MiB, 4.67%, 101kB / 57kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 118.15%, 10.89MiB / 3.871GiB, 0.27%, 22.7MB / 31.5MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.39%, 9.715MiB / 3.871GiB, 0.25%, 31.8MB / 23.3MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.6kB / 49.6kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.30%, 25.36MiB / 500MiB, 5.07%, 387kB / 70.4kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.836MiB / 125MiB, 4.67%, 101kB / 57kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 118.36%, 10.89MiB / 3.871GiB, 0.27%, 22.8MB / 31.6MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.39%, 9.715MiB / 3.871GiB, 0.25%, 31.8MB / 23.3MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.6kB / 49.6kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.30%, 25.36MiB / 500MiB, 5.07%, 387kB / 70.4kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.836MiB / 125MiB, 4.67%, 101kB / 57kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 118.36%, 10.89MiB / 3.871GiB, 0.27%, 22.8MB / 31.6MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.38%, 9.715MiB / 3.871GiB, 0.25%, 31.9MB / 23.3MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.06%, 2.016MiB / 50MiB, 4.03%, 32.9kB / 50kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.07%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 387kB / 70.4kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.836MiB / 125MiB, 4.67%, 101kB / 57.3kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 116.08%, 10.89MiB / 3.871GiB, 0.27%, 22.9MB / 31.7MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.38%, 9.715MiB / 3.871GiB, 0.25%, 31.9MB / 23.3MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.06%, 2.016MiB / 50MiB, 4.03%, 32.9kB / 50kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.07%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 387kB / 70.4kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.836MiB / 125MiB, 4.67%, 101kB / 57.3kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 116.08%, 10.89MiB / 3.871GiB, 0.27%, 22.9MB / 31.7MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.38%, 9.715MiB / 3.871GiB, 0.25%, 31.9MB / 23.3MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.06%, 2.016MiB / 50MiB, 4.03%, 32.9kB / 50kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.07%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 387kB / 70.4kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.836MiB / 125MiB, 4.67%, 101kB / 57.3kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 116.08%, 10.89MiB / 3.871GiB, 0.27%, 22.9MB / 31.7MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.37%, 9.715MiB / 3.871GiB, 0.25%, 31.9MB / 23.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.9kB / 50kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 387kB / 70.4kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.13%, 5.836MiB / 125MiB, 4.67%, 101kB / 57.3kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 111.72%, 10.89MiB / 3.871GiB, 0.27%, 22.9MB / 31.8MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.37%, 9.715MiB / 3.871GiB, 0.25%, 31.9MB / 23.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.9kB / 50kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 387kB / 70.4kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.13%, 5.836MiB / 125MiB, 4.67%, 101kB / 57.3kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 111.72%, 10.89MiB / 3.871GiB, 0.27%, 22.9MB / 31.8MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.47%, 9.715MiB / 3.871GiB, 0.25%, 32MB / 23.5MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.9kB / 50kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.24%, 25.36MiB / 500MiB, 5.07%, 387kB / 70.4kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.836MiB / 125MiB, 4.67%, 102kB / 57.6kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 118.91%, 10.89MiB / 3.871GiB, 0.27%, 23MB / 31.9MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.47%, 9.715MiB / 3.871GiB, 0.25%, 32MB / 23.5MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.9kB / 50kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.24%, 25.36MiB / 500MiB, 5.07%, 387kB / 70.4kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.836MiB / 125MiB, 4.67%, 102kB / 57.6kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 118.91%, 10.89MiB / 3.871GiB, 0.27%, 23MB / 31.9MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 15.70%, 9.715MiB / 3.871GiB, 0.25%, 32.1MB / 23.5MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.016MiB / 50MiB, 4.03%, 32.9kB / 50kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.02MiB / 50MiB, 20.05%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.21%, 25.36MiB / 500MiB, 5.07%, 387kB / 70.4kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.836MiB / 125MiB, 4.67%, 102kB / 57.6kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
