[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 6.48%, 11.18MiB / 3.871GiB, 0.28%, 127MB / 91.6MB, 0B / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.92%, 12.47MiB / 3.871GiB, 0.31%, 90MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.87%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92.3MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.875MiB / 125MiB, 4.70%, 492kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.88%, 12.47MiB / 3.871GiB, 0.31%, 90MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.87%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92.3MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.875MiB / 125MiB, 4.70%, 492kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.88%, 12.47MiB / 3.871GiB, 0.31%, 90MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.80%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92.4MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.21%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.875MiB / 125MiB, 4.70%, 492kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 42.17%, 12.47MiB / 3.871GiB, 0.31%, 90MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.80%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92.4MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.21%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.875MiB / 125MiB, 4.70%, 492kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 42.17%, 12.47MiB / 3.871GiB, 0.31%, 90MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.20%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92.4MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.11%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 119.70%, 12.47MiB / 3.871GiB, 0.31%, 90.1MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.20%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92.4MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.11%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 119.70%, 12.47MiB / 3.871GiB, 0.31%, 90.1MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.20%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92.4MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.32%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 118.40%, 12.47MiB / 3.871GiB, 0.31%, 90.2MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.64%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92.5MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.32%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 118.40%, 12.47MiB / 3.871GiB, 0.31%, 90.2MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.64%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92.5MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.32%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 118.40%, 12.47MiB / 3.871GiB, 0.31%, 90.2MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.23%, 11.25MiB / 3.871GiB, 0.28%, 129MB / 92.6MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.03%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 111.79%, 12.47MiB / 3.871GiB, 0.31%, 90.2MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.23%, 11.25MiB / 3.871GiB, 0.28%, 129MB / 92.6MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.03%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 111.79%, 12.47MiB / 3.871GiB, 0.31%, 90.2MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.45%, 11.25MiB / 3.871GiB, 0.28%, 129MB / 92.6MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 113.43%, 12.47MiB / 3.871GiB, 0.31%, 90.3MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.45%, 11.25MiB / 3.871GiB, 0.28%, 129MB / 92.6MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 113.43%, 12.47MiB / 3.871GiB, 0.31%, 90.3MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.97%, 11.25MiB / 3.871GiB, 0.28%, 129MB / 92.7MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.26%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 116.30%, 12.47MiB / 3.871GiB, 0.31%, 90.4MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.97%, 11.25MiB / 3.871GiB, 0.28%, 129MB / 92.7MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.26%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 346kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 116.30%, 12.47MiB / 3.871GiB, 0.31%, 90.4MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.59%, 11.25MiB / 3.871GiB, 0.28%, 129MB / 92.8MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.30%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 347kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 112.61%, 12.47MiB / 3.871GiB, 0.31%, 90.4MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.59%, 11.25MiB / 3.871GiB, 0.28%, 129MB / 92.8MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.30%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 347kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.875MiB / 125MiB, 4.70%, 493kB / 280kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 112.61%, 12.47MiB / 3.871GiB, 0.31%, 90.4MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.46%, 11.26MiB / 3.871GiB, 0.28%, 129MB / 92.8MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 149kB / 247kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 347kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 493kB / 281kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 120.53%, 12.47MiB / 3.871GiB, 0.31%, 90.5MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.46%, 11.26MiB / 3.871GiB, 0.28%, 129MB / 92.8MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.02%, 4.125MiB / 50MiB, 8.25%, 150kB / 248kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 347kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 493kB / 281kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 120.53%, 12.47MiB / 3.871GiB, 0.31%, 90.5MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.46%, 11.26MiB / 3.871GiB, 0.28%, 129MB / 92.8MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.02%, 4.125MiB / 50MiB, 8.25%, 150kB / 248kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 347kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.875MiB / 125MiB, 4.70%, 493kB / 281kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 120.53%, 12.47MiB / 3.871GiB, 0.31%, 90.5MB / 128MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.66%, 11.26MiB / 3.871GiB, 0.28%, 129MB / 92.9MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 150kB / 248kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.07%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.23MiB / 500MiB, 5.85%, 1.96MB / 347kB, 27.8MB / 0B
