[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.00%, 9.527MiB / 3.871GiB, 0.24%, 19.2MB / 14MB, 0B / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.34%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 24.8kB / 36.5kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.15%, 25.32MiB / 500MiB, 5.06%, 281kB / 51.6kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.758MiB / 125MiB, 4.61%, 75kB / 41.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.64%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.16%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 24.8kB / 36.5kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.47%, 25.32MiB / 500MiB, 5.06%, 284kB / 52kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.758MiB / 125MiB, 4.61%, 75kB / 41.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.05%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.16%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 24.8kB / 36.5kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.47%, 25.32MiB / 500MiB, 5.06%, 284kB / 52kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.758MiB / 125MiB, 4.61%, 75kB / 41.9kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.05%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.00%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.16%, 2.008MiB / 50MiB, 4.02%, 25.1kB / 36.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.32MiB / 500MiB, 5.06%, 284kB / 52kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.68%, 5.758MiB / 125MiB, 4.61%, 75.4kB / 42.2kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.09%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.00%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.16%, 2.008MiB / 50MiB, 4.02%, 25.1kB / 36.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.32MiB / 500MiB, 5.06%, 284kB / 52kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.68%, 5.758MiB / 125MiB, 4.61%, 75.4kB / 42.2kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.09%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.99%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.1kB / 36.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.32MiB / 500MiB, 5.06%, 284kB / 52kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.758MiB / 125MiB, 4.61%, 75.4kB / 42.2kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.36%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.99%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.1kB / 36.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.32MiB / 500MiB, 5.06%, 284kB / 52kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.758MiB / 125MiB, 4.61%, 75.4kB / 42.2kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.36%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.59%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.1kB / 36.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.31%, 25.32MiB / 500MiB, 5.06%, 284kB / 52kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.758MiB / 125MiB, 4.61%, 75.8kB / 42.5kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.08%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.59%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.1kB / 36.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.31%, 25.32MiB / 500MiB, 5.06%, 284kB / 52kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.758MiB / 125MiB, 4.61%, 75.8kB / 42.5kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.08%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.59%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.1kB / 36.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.31%, 25.32MiB / 500MiB, 5.06%, 284kB / 52kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.758MiB / 125MiB, 4.61%, 75.8kB / 42.5kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.08%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.95%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.1kB / 36.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.54%, 25.32MiB / 500MiB, 5.06%, 284kB / 52kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.758MiB / 125MiB, 4.61%, 75.8kB / 42.5kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.56%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.95%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.1kB / 36.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.54%, 25.32MiB / 500MiB, 5.06%, 284kB / 52kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.758MiB / 125MiB, 4.61%, 75.8kB / 42.5kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.56%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.89%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.1kB / 36.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.16%, 25.32MiB / 500MiB, 5.06%, 286kB / 52.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.758MiB / 125MiB, 4.61%, 75.8kB / 42.5kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.97%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.89%, 9.672MiB / 3.871GiB, 0.24%, 20.3MB / 14.7MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.1kB / 36.9kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.16%, 25.32MiB / 500MiB, 5.06%, 286kB / 52.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.758MiB / 125MiB, 4.61%, 75.8kB / 42.5kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.97%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.2MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.56%, 9.672MiB / 3.871GiB, 0.24%, 20.4MB / 14.8MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 2.008MiB / 50MiB, 4.02%, 25.3kB / 37.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.32MiB / 500MiB, 5.06%, 286kB / 52.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.758MiB / 125MiB, 4.61%, 76kB / 42.7kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 59.23%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.3MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.56%, 9.672MiB / 3.871GiB, 0.24%, 20.4MB / 14.8MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 2.008MiB / 50MiB, 4.02%, 25.3kB / 37.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.32MiB / 500MiB, 5.06%, 286kB / 52.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.758MiB / 125MiB, 4.61%, 76kB / 42.7kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 59.23%, 10.34MiB / 3.871GiB, 0.26%, 14.4MB / 20.3MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.19%, 9.672MiB / 3.871GiB, 0.24%, 20.5MB / 14.8MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.3kB / 37.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.32MiB / 500MiB, 5.06%, 286kB / 52.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.758MiB / 125MiB, 4.61%, 76kB / 42.7kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 112.74%, 10.7MiB / 3.871GiB, 0.27%, 14.5MB / 20.4MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 16.19%, 9.672MiB / 3.871GiB, 0.24%, 20.5MB / 14.8MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.3kB / 37.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.32MiB / 500MiB, 5.06%, 286kB / 52.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.758MiB / 125MiB, 4.61%, 76kB / 42.7kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 112.74%, 10.7MiB / 3.871GiB, 0.27%, 14.5MB / 20.4MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.69%, 9.672MiB / 3.871GiB, 0.24%, 20.6MB / 14.9MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.3kB / 37.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.17%, 25.32MiB / 500MiB, 5.06%, 286kB / 52.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.758MiB / 125MiB, 4.61%, 76.3kB / 42.8kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 116.67%, 10.71MiB / 3.871GiB, 0.27%, 14.6MB / 20.5MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.69%, 9.672MiB / 3.871GiB, 0.24%, 20.6MB / 14.9MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.3kB / 37.2kB, 0B / 0B
OK,9,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,9,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.17%, 25.32MiB / 500MiB, 5.06%, 286kB / 52.3kB, 27.8MB / 0B
OK,9,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.758MiB / 125MiB, 4.61%, 76.3kB / 42.8kB, 160kB / 0B
OK,9,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,9,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 116.67%, 10.71MiB / 3.871GiB, 0.27%, 14.6MB / 20.5MB, 4.66MB / 0B
[2J[HOK,9,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.69%, 9.672MiB / 3.871GiB, 0.24%, 20.6MB / 14.9MB, 0B / 0B
OK,9,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.008MiB / 50MiB, 4.02%, 25.3kB / 37.2kB, 0B / 0B
