[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 5.70%, 11.34MiB / 3.871GiB, 0.29%, 216MB / 155MB, 0B / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.15%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.24%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.57%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 435kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.15%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.24%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.36%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 435kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.34%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.01%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.36%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 435kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.34%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.09%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.01%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.76%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.02%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.15%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 118.03%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.76%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.02%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.15%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 118.03%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.76%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.02%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.15%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 118.03%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 19.07%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 123.94%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 19.07%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 123.94%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 15.84%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.07%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.29%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 115.33%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 15.84%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.07%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.29%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.10%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 115.33%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.20%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 157MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.31%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.15%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.63%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.20%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 157MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.31%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 608kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.15%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.63%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.05%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 157MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.14%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 609kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 112.73%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 17.05%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 157MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.14%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 609kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.12%, 5.926MiB / 125MiB, 4.74%, 865kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 112.73%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.41%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 157MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.06%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 609kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.926MiB / 125MiB, 4.74%, 866kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 122.33%, 12.47MiB / 3.871GiB, 0.31%, 153MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.41%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 157MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.06%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 609kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.926MiB / 125MiB, 4.74%, 866kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 122.33%, 12.47MiB / 3.871GiB, 0.31%, 153MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.41%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 157MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.06%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.08%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 609kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.926MiB / 125MiB, 4.74%, 866kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 122.33%, 12.47MiB / 3.871GiB, 0.31%, 153MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.80%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 157MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 609kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.926MiB / 125MiB, 4.74%, 866kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.98%, 12.47MiB / 3.871GiB, 0.31%, 153MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.80%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 157MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.09%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 609kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.11%, 5.926MiB / 125MiB, 4.74%, 866kB / 494kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 117.98%, 12.47MiB / 3.871GiB, 0.31%, 153MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.59%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 157MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.10%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.21%, 29.41MiB / 500MiB, 5.88%, 3.46MB / 609kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.926MiB / 125MiB, 4.74%, 866kB / 495kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.42kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 119.45%, 12.47MiB / 3.871GiB, 0.31%, 153MB / 217MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 18.59%, 11.34MiB / 3.871GiB, 0.29%, 218MB / 157MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 257kB / 436kB, 0B / 0B
