[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.762MiB / 50MiB, 5.52%, 53kB / 90kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 19.88%, 5.703MiB / 3.703GiB, 0.15%, 41.7MB / 31.1MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 48.30%, 6.812MiB / 3.703GiB, 0.18%, 30.1MB / 41.4MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.80%, 5.551MiB / 125MiB, 4.44%, 199kB / 117kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.5MiB / 500MiB, 5.10%, 767kB / 139kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.2kB / 97.6kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 23.14%, 5.703MiB / 3.703GiB, 0.15%, 41.7MB / 31.1MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 53.22%, 6.812MiB / 3.703GiB, 0.18%, 30.2MB / 41.5MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.551MiB / 125MiB, 4.44%, 199kB / 117kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.5MiB / 500MiB, 5.10%, 767kB / 139kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.2kB / 97.6kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 23.14%, 5.703MiB / 3.703GiB, 0.15%, 41.7MB / 31.1MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 53.22%, 6.812MiB / 3.703GiB, 0.18%, 30.2MB / 41.5MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.551MiB / 125MiB, 4.44%, 199kB / 117kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.5MiB / 500MiB, 5.10%, 767kB / 139kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.2kB / 97.6kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 18.40%, 5.703MiB / 3.703GiB, 0.15%, 41.8MB / 31.1MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 46.43%, 6.812MiB / 3.703GiB, 0.18%, 30.2MB / 41.5MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.551MiB / 125MiB, 4.44%, 199kB / 117kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.03%, 25.5MiB / 500MiB, 5.10%, 767kB / 139kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.2kB / 97.6kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 18.40%, 5.703MiB / 3.703GiB, 0.15%, 41.8MB / 31.1MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 46.43%, 6.812MiB / 3.703GiB, 0.18%, 30.2MB / 41.5MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.551MiB / 125MiB, 4.44%, 199kB / 117kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.03%, 25.5MiB / 500MiB, 5.10%, 767kB / 139kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.2kB / 97.6kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 22.98%, 5.703MiB / 3.703GiB, 0.15%, 41.8MB / 31.1MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 50.68%, 6.812MiB / 3.703GiB, 0.18%, 30.2MB / 41.5MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.59%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.68%, 25.5MiB / 500MiB, 5.10%, 767kB / 139kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.2kB / 97.6kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 22.98%, 5.703MiB / 3.703GiB, 0.15%, 41.8MB / 31.1MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 50.68%, 6.812MiB / 3.703GiB, 0.18%, 30.2MB / 41.5MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.59%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.68%, 25.5MiB / 500MiB, 5.10%, 767kB / 139kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.2kB / 97.6kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 22.98%, 5.703MiB / 3.703GiB, 0.15%, 41.8MB / 31.1MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 50.68%, 6.812MiB / 3.703GiB, 0.18%, 30.2MB / 41.5MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.31%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.27%, 25.51MiB / 500MiB, 5.10%, 770kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.06%, 2.766MiB / 50MiB, 5.53%, 57.3kB / 97.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 18.56%, 5.703MiB / 3.703GiB, 0.15%, 41.9MB / 31.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 49.89%, 6.812MiB / 3.703GiB, 0.18%, 30.2MB / 41.6MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.31%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.27%, 25.51MiB / 500MiB, 5.10%, 770kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.06%, 2.766MiB / 50MiB, 5.53%, 57.3kB / 97.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 18.56%, 5.703MiB / 3.703GiB, 0.15%, 41.9MB / 31.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 49.89%, 6.812MiB / 3.703GiB, 0.18%, 30.2MB / 41.6MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.31%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.27%, 25.51MiB / 500MiB, 5.10%, 770kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.3kB / 97.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 22.64%, 5.703MiB / 3.703GiB, 0.15%, 41.9MB / 31.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 53.44%, 6.812MiB / 3.703GiB, 0.18%, 30.3MB / 41.6MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.51MiB / 500MiB, 5.10%, 770kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.3kB / 97.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 22.64%, 5.703MiB / 3.703GiB, 0.15%, 41.9MB / 31.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 53.44%, 6.812MiB / 3.703GiB, 0.18%, 30.3MB / 41.6MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.51MiB / 500MiB, 5.10%, 770kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.3kB / 97.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 19.49%, 5.703MiB / 3.703GiB, 0.15%, 41.9MB / 31.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 47.58%, 6.812MiB / 3.703GiB, 0.18%, 30.3MB / 41.6MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.15%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.51MiB / 500MiB, 5.10%, 770kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.3kB / 97.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 19.49%, 5.703MiB / 3.703GiB, 0.15%, 41.9MB / 31.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 47.58%, 6.812MiB / 3.703GiB, 0.18%, 30.3MB / 41.6MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.15%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.51MiB / 500MiB, 5.10%, 770kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.3kB / 97.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 18.08%, 5.703MiB / 3.703GiB, 0.15%, 42MB / 31.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 51.53%, 6.812MiB / 3.703GiB, 0.18%, 30.3MB / 41.7MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.23%, 25.51MiB / 500MiB, 5.10%, 770kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.3kB / 97.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 18.08%, 5.703MiB / 3.703GiB, 0.15%, 42MB / 31.2MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 51.53%, 6.812MiB / 3.703GiB, 0.18%, 30.3MB / 41.7MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.23%, 25.51MiB / 500MiB, 5.10%, 770kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.3kB / 97.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 24.43%, 5.703MiB / 3.703GiB, 0.15%, 42MB / 31.3MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 48.27%, 6.812MiB / 3.703GiB, 0.18%, 30.4MB / 41.7MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.46%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.24%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.65%, 25.51MiB / 500MiB, 5.10%, 772kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.3kB / 97.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 24.43%, 5.703MiB / 3.703GiB, 0.15%, 42MB / 31.3MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 48.27%, 6.812MiB / 3.703GiB, 0.18%, 30.4MB / 41.7MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.46%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.24%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.65%, 25.51MiB / 500MiB, 5.10%, 772kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.766MiB / 50MiB, 5.53%, 57.3kB / 97.8kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 19.93%, 5.707MiB / 3.703GiB, 0.15%, 42.1MB / 31.3MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 46.91%, 6.812MiB / 3.703GiB, 0.18%, 30.4MB / 41.8MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.46%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.65%, 25.51MiB / 500MiB, 5.10%, 772kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.05%, 2.766MiB / 50MiB, 5.53%, 57.4kB / 98.1kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 19.93%, 5.707MiB / 3.703GiB, 0.15%, 42.1MB / 31.3MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 46.91%, 6.812MiB / 3.703GiB, 0.18%, 30.4MB / 41.8MB, 2.74MB / 0B
OK,3,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.28%, 5.551MiB / 125MiB, 4.44%, 200kB / 118kB, 5.39MB / 0B
OK,3,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,3,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,3,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.51MiB / 500MiB, 5.10%, 772kB / 140kB, 19.2MB / 0B
[2J[HOK,3,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.05%, 2.766MiB / 50MiB, 5.53%, 57.4kB / 98.1kB, 1.29MB / 0B
OK,3,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 19.93%, 5.707MiB / 3.703GiB, 0.15%, 42.1MB / 31.3MB, 1.71MB / 0B
OK,3,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 46.91%, 6.812MiB / 3.703GiB, 0.18%, 30.4MB / 41.8MB, 2.74MB / 0B
