[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.52MiB / 50MiB, 5.04%, 2.09kB / 1.71kB, 115kB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.07MiB / 125MiB, 4.06%, 17.1kB / 8.46kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 9.922MiB / 50MiB, 19.84%, 4.99kB / 1.24kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.38kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.03%, 21.5MiB / 500MiB, 4.30%, 42.4kB / 8.99kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.15kB / 6.62kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.59%, 5.59MiB / 3.703GiB, 0.15%, 2.95MB / 2.21MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 106.39%, 6.344MiB / 3.703GiB, 0.17%, 2.15MB / 2.92MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.07MiB / 125MiB, 4.06%, 17.1kB / 8.46kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 9.922MiB / 50MiB, 19.84%, 4.99kB / 1.24kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.38kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.03%, 21.5MiB / 500MiB, 4.30%, 42.4kB / 8.99kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.15kB / 6.62kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.13%, 5.605MiB / 3.703GiB, 0.15%, 3.04MB / 2.27MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 98.17%, 6.223MiB / 3.703GiB, 0.16%, 2.22MB / 3.02MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.074MiB / 125MiB, 4.06%, 17.3kB / 8.56kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.12%, 9.922MiB / 50MiB, 19.84%, 4.99kB / 1.24kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.38kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.86%, 21.66MiB / 500MiB, 4.33%, 42.4kB / 8.99kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.15kB / 6.62kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.13%, 5.605MiB / 3.703GiB, 0.15%, 3.04MB / 2.27MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 98.17%, 6.223MiB / 3.703GiB, 0.16%, 2.22MB / 3.02MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.074MiB / 125MiB, 4.06%, 17.3kB / 8.56kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.12%, 9.922MiB / 50MiB, 19.84%, 4.99kB / 1.24kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.38kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.86%, 21.66MiB / 500MiB, 4.33%, 42.4kB / 8.99kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.15kB / 6.62kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.99%, 5.609MiB / 3.703GiB, 0.15%, 3.12MB / 2.34MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.41%, 6.234MiB / 3.703GiB, 0.16%, 2.28MB / 3.09MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.15%, 5.078MiB / 125MiB, 4.06%, 17.3kB / 8.56kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.38kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.22%, 21.66MiB / 500MiB, 4.33%, 44.6kB / 9.44kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.15kB / 6.62kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.99%, 5.609MiB / 3.703GiB, 0.15%, 3.12MB / 2.34MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.41%, 6.234MiB / 3.703GiB, 0.16%, 2.28MB / 3.09MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.15%, 5.078MiB / 125MiB, 4.06%, 17.3kB / 8.56kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.38kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.22%, 21.66MiB / 500MiB, 4.33%, 44.6kB / 9.44kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.523MiB / 50MiB, 5.05%, 5.26kB / 6.85kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.99%, 5.609MiB / 3.703GiB, 0.15%, 3.12MB / 2.34MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 103.97%, 6.242MiB / 3.703GiB, 0.16%, 2.35MB / 3.18MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.15%, 5.078MiB / 125MiB, 4.06%, 17.3kB / 8.56kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.38kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.22%, 21.66MiB / 500MiB, 4.33%, 44.6kB / 9.44kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.523MiB / 50MiB, 5.05%, 5.26kB / 6.85kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.49%, 5.633MiB / 3.703GiB, 0.15%, 3.21MB / 2.41MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 103.97%, 6.242MiB / 3.703GiB, 0.16%, 2.35MB / 3.18MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.29%, 5.121MiB / 125MiB, 4.10%, 17.5kB / 8.67kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 21.66MiB / 500MiB, 4.33%, 44.6kB / 9.44kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.523MiB / 50MiB, 5.05%, 5.26kB / 6.85kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.49%, 5.633MiB / 3.703GiB, 0.15%, 3.21MB / 2.41MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 103.97%, 6.242MiB / 3.703GiB, 0.16%, 2.35MB / 3.18MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.29%, 5.121MiB / 125MiB, 4.10%, 17.5kB / 8.67kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 21.66MiB / 500MiB, 4.33%, 44.6kB / 9.44kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.26kB / 6.85kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 32.92%, 5.633MiB / 3.703GiB, 0.15%, 3.29MB / 2.47MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.17%, 6.266MiB / 3.703GiB, 0.17%, 2.42MB / 3.27MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.14%, 5.121MiB / 125MiB, 4.10%, 17.5kB / 8.67kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 21.66MiB / 500MiB, 4.33%, 44.6kB / 9.44kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.26kB / 6.85kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 32.92%, 5.633MiB / 3.703GiB, 0.15%, 3.29MB / 2.47MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.17%, 6.266MiB / 3.703GiB, 0.17%, 2.42MB / 3.27MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.14%, 5.121MiB / 125MiB, 4.10%, 17.5kB / 8.67kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 21.66MiB / 500MiB, 4.33%, 44.6kB / 9.44kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.26kB / 6.85kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.13%, 5.645MiB / 3.703GiB, 0.15%, 3.37MB / 2.53MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 96.31%, 6.27MiB / 3.703GiB, 0.17%, 2.48MB / 3.35MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.129MiB / 125MiB, 4.10%, 17.5kB / 8.67kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.28%, 21.77MiB / 500MiB, 4.35%, 44.6kB / 9.44kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.26kB / 6.85kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.13%, 5.645MiB / 3.703GiB, 0.15%, 3.37MB / 2.53MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 96.31%, 6.27MiB / 3.703GiB, 0.17%, 2.48MB / 3.35MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.129MiB / 125MiB, 4.10%, 17.5kB / 8.67kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.28%, 21.77MiB / 500MiB, 4.35%, 44.6kB / 9.44kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.26kB / 6.85kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.20%, 5.656MiB / 3.703GiB, 0.15%, 3.46MB / 2.6MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.75%, 6.297MiB / 3.703GiB, 0.17%, 2.54MB / 3.44MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.29%, 5.129MiB / 125MiB, 4.10%, 17.8kB / 8.78kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.26%, 21.78MiB / 500MiB, 4.36%, 44.6kB / 9.44kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.26kB / 6.85kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.20%, 5.656MiB / 3.703GiB, 0.15%, 3.46MB / 2.6MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.75%, 6.297MiB / 3.703GiB, 0.17%, 2.54MB / 3.44MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.29%, 5.129MiB / 125MiB, 4.10%, 17.8kB / 8.78kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.26%, 21.78MiB / 500MiB, 4.36%, 44.6kB / 9.44kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.523MiB / 50MiB, 5.05%, 5.36kB / 7.08kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.97%, 5.656MiB / 3.703GiB, 0.15%, 3.55MB / 2.66MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.75%, 6.297MiB / 3.703GiB, 0.17%, 2.54MB / 3.44MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.43%, 5.133MiB / 125MiB, 4.11%, 18kB / 8.88kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.21%, 21.79MiB / 500MiB, 4.36%, 46.8kB / 9.85kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.523MiB / 50MiB, 5.05%, 5.36kB / 7.08kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.97%, 5.656MiB / 3.703GiB, 0.15%, 3.55MB / 2.66MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.94%, 6.305MiB / 3.703GiB, 0.17%, 2.61MB / 3.53MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.43%, 5.133MiB / 125MiB, 4.11%, 18kB / 8.88kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.21%, 21.79MiB / 500MiB, 4.36%, 46.8kB / 9.85kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.523MiB / 50MiB, 5.05%, 5.36kB / 7.08kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.97%, 5.656MiB / 3.703GiB, 0.15%, 3.55MB / 2.66MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.94%, 6.305MiB / 3.703GiB, 0.17%, 2.61MB / 3.53MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.43%, 5.133MiB / 125MiB, 4.11%, 18kB / 8.88kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.922MiB / 50MiB, 19.84%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.21%, 21.79MiB / 500MiB, 4.36%, 46.8kB / 9.85kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.36kB / 7.08kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.57%, 5.668MiB / 3.703GiB, 0.15%, 3.64MB / 2.73MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 102.41%, 6.309MiB / 3.703GiB, 0.17%, 2.68MB / 3.62MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.15%, 5.133MiB / 125MiB, 4.11%, 18kB / 8.88kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 1.08%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 21.79MiB / 500MiB, 4.36%, 46.8kB / 9.85kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.36kB / 7.08kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.57%, 5.668MiB / 3.703GiB, 0.15%, 3.64MB / 2.73MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 102.41%, 6.309MiB / 3.703GiB, 0.17%, 2.68MB / 3.62MB, 2.69MB / 0B
OK,9,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.15%, 5.133MiB / 125MiB, 4.11%, 18kB / 8.88kB, 5.31MB / 0B
OK,9,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 1.08%, 9.988MiB / 50MiB, 19.98%, 5.05kB / 1.3kB, 7.64MB / 0B
OK,9,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.45kB / 0B, 848kB / 0B
OK,9,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 21.79MiB / 500MiB, 4.36%, 46.8kB / 9.85kB, 19.1MB / 0B
[2J[HOK,9,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.523MiB / 50MiB, 5.05%, 5.36kB / 7.08kB, 115kB / 0B
OK,9,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.88%, 5.68MiB / 3.703GiB, 0.15%, 3.72MB / 2.8MB, 1.61MB / 0B
OK,9,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.28%, 6.316MiB / 3.703GiB, 0.17%, 2.75MB / 3.7MB, 2.69MB / 0B
