[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 8.27kB / 11.9kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.98%, 5.855MiB / 3.703GiB, 0.15%, 11.8MB / 8.95MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.08%, 6.844MiB / 3.703GiB, 0.18%, 8.8MB / 11.7MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.371MiB / 125MiB, 4.30%, 38.1kB / 20.6kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.977MiB / 50MiB, 19.95%, 6.47kB / 2.58kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.69MiB / 500MiB, 4.94%, 126kB / 25kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 11.6kB / 16.9kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.85%, 5.855MiB / 3.703GiB, 0.15%, 11.9MB / 9.03MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 102.68%, 6.844MiB / 3.703GiB, 0.18%, 8.87MB / 11.8MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.371MiB / 125MiB, 4.30%, 38.1kB / 20.6kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 9.977MiB / 50MiB, 19.95%, 6.47kB / 2.58kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.46%, 24.7MiB / 500MiB, 4.94%, 126kB / 25kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 11.6kB / 16.9kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.85%, 5.855MiB / 3.703GiB, 0.15%, 11.9MB / 9.03MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 102.68%, 6.844MiB / 3.703GiB, 0.18%, 8.87MB / 11.8MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.371MiB / 125MiB, 4.30%, 38.1kB / 20.6kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 9.977MiB / 50MiB, 19.95%, 6.47kB / 2.58kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.46%, 24.7MiB / 500MiB, 4.94%, 126kB / 25kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 11.6kB / 16.9kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.19%, 5.855MiB / 3.703GiB, 0.15%, 12MB / 9.1MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 108.55%, 6.848MiB / 3.703GiB, 0.18%, 8.94MB / 11.9MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.371MiB / 125MiB, 4.30%, 38.3kB / 20.7kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.38%, 24.7MiB / 500MiB, 4.94%, 126kB / 25.1kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 11.6kB / 16.9kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.19%, 5.855MiB / 3.703GiB, 0.15%, 12MB / 9.1MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 108.55%, 6.848MiB / 3.703GiB, 0.18%, 8.94MB / 11.9MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.371MiB / 125MiB, 4.30%, 38.3kB / 20.7kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.38%, 24.7MiB / 500MiB, 4.94%, 126kB / 25.1kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 11.6kB / 16.9kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.19%, 5.855MiB / 3.703GiB, 0.15%, 12MB / 9.1MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 102.41%, 6.852MiB / 3.703GiB, 0.18%, 9MB / 12MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.371MiB / 125MiB, 4.30%, 38.3kB / 20.7kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.15%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.38%, 24.7MiB / 500MiB, 4.94%, 126kB / 25.1kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.17%, 2.609MiB / 50MiB, 5.22%, 12kB / 17.4kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 38.09%, 5.855MiB / 3.703GiB, 0.15%, 12.1MB / 9.17MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 102.41%, 6.852MiB / 3.703GiB, 0.18%, 9MB / 12MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.55%, 5.371MiB / 125MiB, 4.30%, 38.7kB / 21.1kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.15%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.21%, 24.7MiB / 500MiB, 4.94%, 128kB / 25.5kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.17%, 2.609MiB / 50MiB, 5.22%, 12kB / 17.4kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 38.09%, 5.855MiB / 3.703GiB, 0.15%, 12.1MB / 9.17MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 102.41%, 6.852MiB / 3.703GiB, 0.18%, 9MB / 12MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.55%, 5.371MiB / 125MiB, 4.30%, 38.7kB / 21.1kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.15%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.21%, 24.7MiB / 500MiB, 4.94%, 128kB / 25.5kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 12kB / 17.4kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 32.49%, 5.855MiB / 3.703GiB, 0.15%, 12.2MB / 9.23MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 98.13%, 6.852MiB / 3.703GiB, 0.18%, 9.07MB / 12.1MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.371MiB / 125MiB, 4.30%, 38.7kB / 21.1kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.7MiB / 500MiB, 4.94%, 128kB / 25.5kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 12kB / 17.4kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 32.49%, 5.855MiB / 3.703GiB, 0.15%, 12.2MB / 9.23MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 98.13%, 6.852MiB / 3.703GiB, 0.18%, 9.07MB / 12.1MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.371MiB / 125MiB, 4.30%, 38.7kB / 21.1kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.7MiB / 500MiB, 4.94%, 128kB / 25.5kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 12kB / 17.4kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.29%, 5.859MiB / 3.703GiB, 0.15%, 12.3MB / 9.3MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.60%, 6.852MiB / 3.703GiB, 0.18%, 9.14MB / 12.2MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.14%, 5.371MiB / 125MiB, 4.30%, 38.7kB / 21.1kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 24.7MiB / 500MiB, 4.94%, 128kB / 25.5kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 12kB / 17.4kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.29%, 5.859MiB / 3.703GiB, 0.15%, 12.3MB / 9.3MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.60%, 6.852MiB / 3.703GiB, 0.18%, 9.14MB / 12.2MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.14%, 5.371MiB / 125MiB, 4.30%, 38.7kB / 21.1kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 24.7MiB / 500MiB, 4.94%, 128kB / 25.5kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 12kB / 17.4kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.44%, 5.859MiB / 3.703GiB, 0.15%, 12.4MB / 9.37MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 106.46%, 6.855MiB / 3.703GiB, 0.18%, 9.21MB / 12.3MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.371MiB / 125MiB, 4.30%, 38.9kB / 21.2kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.26%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.69%, 24.7MiB / 500MiB, 4.94%, 128kB / 25.6kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 12kB / 17.4kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.44%, 5.859MiB / 3.703GiB, 0.15%, 12.4MB / 9.37MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 106.46%, 6.855MiB / 3.703GiB, 0.18%, 9.21MB / 12.3MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.371MiB / 125MiB, 4.30%, 38.9kB / 21.2kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.26%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.69%, 24.7MiB / 500MiB, 4.94%, 128kB / 25.6kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.609MiB / 50MiB, 5.22%, 12kB / 17.4kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.44%, 5.859MiB / 3.703GiB, 0.15%, 12.4MB / 9.37MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 106.46%, 6.855MiB / 3.703GiB, 0.18%, 9.21MB / 12.3MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.15%, 5.371MiB / 125MiB, 4.30%, 38.9kB / 21.2kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.26%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.21%, 24.7MiB / 500MiB, 4.94%, 130kB / 25.9kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.09%, 2.617MiB / 50MiB, 5.23%, 12.2kB / 17.6kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.07%, 5.859MiB / 3.703GiB, 0.15%, 12.4MB / 9.44MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.82%, 6.855MiB / 3.703GiB, 0.18%, 9.28MB / 12.4MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.15%, 5.371MiB / 125MiB, 4.30%, 38.9kB / 21.2kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.21%, 24.7MiB / 500MiB, 4.94%, 130kB / 25.9kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.09%, 2.617MiB / 50MiB, 5.23%, 12.2kB / 17.6kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.07%, 5.859MiB / 3.703GiB, 0.15%, 12.4MB / 9.44MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.82%, 6.855MiB / 3.703GiB, 0.18%, 9.28MB / 12.4MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.15%, 5.371MiB / 125MiB, 4.30%, 38.9kB / 21.2kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.21%, 24.7MiB / 500MiB, 4.94%, 130kB / 25.9kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.617MiB / 50MiB, 5.23%, 12.2kB / 17.6kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.52%, 5.859MiB / 3.703GiB, 0.15%, 12.5MB / 9.51MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 106.76%, 6.855MiB / 3.703GiB, 0.18%, 9.35MB / 12.5MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.371MiB / 125MiB, 4.30%, 39.2kB / 21.4kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.7MiB / 500MiB, 4.94%, 130kB / 25.9kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.617MiB / 50MiB, 5.23%, 12.2kB / 17.6kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 36.52%, 5.859MiB / 3.703GiB, 0.15%, 12.5MB / 9.51MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 106.76%, 6.855MiB / 3.703GiB, 0.18%, 9.35MB / 12.5MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.371MiB / 125MiB, 4.30%, 39.2kB / 21.4kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.7MiB / 500MiB, 4.94%, 130kB / 25.9kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.617MiB / 50MiB, 5.23%, 12.2kB / 17.6kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.89%, 5.859MiB / 3.703GiB, 0.15%, 12.6MB / 9.57MB, 1.71MB / 0B
OK,10,2,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 104.79%, 6.859MiB / 3.703GiB, 0.18%, 9.41MB / 12.6MB, 2.74MB / 0B
OK,10,2,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.18%, 5.371MiB / 125MiB, 4.30%, 39.2kB / 21.4kB, 5.39MB / 0B
OK,10,2,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 9.977MiB / 50MiB, 19.95%, 6.61kB / 2.65kB, 7.64MB / 0B
OK,10,2,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.52kB / 0B, 848kB / 0B
OK,10,2,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.12%, 24.7MiB / 500MiB, 4.94%, 130kB / 25.9kB, 19.2MB / 0B
[2J[HOK,10,2,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.617MiB / 50MiB, 5.23%, 12.2kB / 17.6kB, 1.29MB / 0B
OK,10,2,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.89%, 5.859MiB / 3.703GiB, 0.15%, 12.6MB / 9.57MB, 1.71MB / 0B
