[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 96.7kB / 170kB, 1.29MB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.03%, 24.97MiB / 500MiB, 4.99%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.7kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.55%, 5.953MiB / 3.703GiB, 0.16%, 88.6MB / 66.3MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 105.16%, 6.355MiB / 3.703GiB, 0.17%, 64.7MB / 88MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.18%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.03%, 24.97MiB / 500MiB, 4.99%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.7kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.05%, 5.953MiB / 3.703GiB, 0.16%, 88.6MB / 66.4MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 95.21%, 6.355MiB / 3.703GiB, 0.17%, 64.7MB / 88.1MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.18%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.14%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.12%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.7kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.05%, 5.953MiB / 3.703GiB, 0.16%, 88.6MB / 66.4MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 95.21%, 6.355MiB / 3.703GiB, 0.17%, 64.7MB / 88.1MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.12%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.7kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.05%, 5.953MiB / 3.703GiB, 0.16%, 88.6MB / 66.4MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 95.21%, 6.355MiB / 3.703GiB, 0.17%, 64.7MB / 88.1MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.12%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.7kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.10%, 5.953MiB / 3.703GiB, 0.16%, 88.7MB / 66.5MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 95.57%, 6.355MiB / 3.703GiB, 0.17%, 64.8MB / 88.2MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.54%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.7kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.10%, 5.953MiB / 3.703GiB, 0.16%, 88.7MB / 66.5MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 95.57%, 6.355MiB / 3.703GiB, 0.17%, 64.8MB / 88.2MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.54%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.09%, 2.816MiB / 50MiB, 5.63%, 99.8kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.98%, 5.953MiB / 3.703GiB, 0.16%, 88.8MB / 66.5MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 96.64%, 6.355MiB / 3.703GiB, 0.17%, 64.8MB / 88.3MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.30%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.09%, 2.816MiB / 50MiB, 5.63%, 99.8kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.98%, 5.953MiB / 3.703GiB, 0.16%, 88.8MB / 66.5MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 96.64%, 6.355MiB / 3.703GiB, 0.17%, 64.8MB / 88.3MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.30%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.8kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.52%, 5.953MiB / 3.703GiB, 0.16%, 88.9MB / 66.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 101.80%, 6.355MiB / 3.703GiB, 0.17%, 64.9MB / 88.3MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.8kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.52%, 5.953MiB / 3.703GiB, 0.16%, 88.9MB / 66.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 101.80%, 6.355MiB / 3.703GiB, 0.17%, 64.9MB / 88.3MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.8kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 33.52%, 5.953MiB / 3.703GiB, 0.16%, 88.9MB / 66.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 99.39%, 6.355MiB / 3.703GiB, 0.17%, 65MB / 88.4MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.8kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.39%, 5.953MiB / 3.703GiB, 0.16%, 89MB / 66.7MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 99.39%, 6.355MiB / 3.703GiB, 0.17%, 65MB / 88.4MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.87%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.8kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 35.39%, 5.953MiB / 3.703GiB, 0.16%, 89MB / 66.7MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 99.39%, 6.355MiB / 3.703GiB, 0.17%, 65MB / 88.4MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.87%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.8kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.44%, 5.953MiB / 3.703GiB, 0.16%, 89.1MB / 66.7MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.26%, 6.355MiB / 3.703GiB, 0.17%, 65MB / 88.5MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.34%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.22%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.8kB / 175kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.44%, 5.953MiB / 3.703GiB, 0.16%, 89.1MB / 66.7MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 100.26%, 6.355MiB / 3.703GiB, 0.17%, 65MB / 88.5MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.34%, 5.574MiB / 125MiB, 4.46%, 355kB / 212kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.22%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 250kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.06%, 2.816MiB / 50MiB, 5.63%, 99.9kB / 176kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.55%, 5.953MiB / 3.703GiB, 0.16%, 89.2MB / 66.8MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 103.79%, 6.355MiB / 3.703GiB, 0.17%, 65.1MB / 88.6MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.574MiB / 125MiB, 4.46%, 356kB / 213kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.22%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 251kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.06%, 2.816MiB / 50MiB, 5.63%, 99.9kB / 176kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 37.55%, 5.953MiB / 3.703GiB, 0.16%, 89.2MB / 66.8MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 103.79%, 6.355MiB / 3.703GiB, 0.17%, 65.1MB / 88.6MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.574MiB / 125MiB, 4.46%, 356kB / 213kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.22%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 251kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.9kB / 176kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.58%, 5.953MiB / 3.703GiB, 0.16%, 89.2MB / 66.9MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 98.84%, 6.355MiB / 3.703GiB, 0.17%, 65.2MB / 88.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.574MiB / 125MiB, 4.46%, 356kB / 213kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 251kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.9kB / 176kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.58%, 5.953MiB / 3.703GiB, 0.16%, 89.2MB / 66.9MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 98.84%, 6.355MiB / 3.703GiB, 0.17%, 65.2MB / 88.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.574MiB / 125MiB, 4.46%, 356kB / 213kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 251kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.9kB / 176kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 34.58%, 5.953MiB / 3.703GiB, 0.16%, 89.2MB / 66.9MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 98.84%, 6.355MiB / 3.703GiB, 0.17%, 65.2MB / 88.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.29%, 5.574MiB / 125MiB, 4.46%, 356kB / 213kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.98MiB / 500MiB, 5.00%, 1.39MB / 251kB, 19.3MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.816MiB / 50MiB, 5.63%, 99.9kB / 176kB, 1.29MB / 0B
