[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.06%, 2.797MiB / 50MiB, 5.59%, 73.1kB / 127kB, 1.29MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.28%, 5.555MiB / 125MiB, 4.44%, 272kB / 161kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.1kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 23.53%, 5.703MiB / 3.703GiB, 0.15%, 61.5MB / 45.9MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 67.40%, 6.195MiB / 3.703GiB, 0.16%, 44.6MB / 61.1MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.28%, 5.555MiB / 125MiB, 4.44%, 272kB / 161kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.1kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 29.76%, 5.703MiB / 3.703GiB, 0.15%, 61.6MB / 46MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 71.45%, 6.195MiB / 3.703GiB, 0.16%, 44.7MB / 61.2MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.555MiB / 125MiB, 4.44%, 272kB / 161kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.04%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.1kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 29.76%, 5.703MiB / 3.703GiB, 0.15%, 61.6MB / 46MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 71.45%, 6.195MiB / 3.703GiB, 0.16%, 44.7MB / 61.2MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.555MiB / 125MiB, 4.44%, 272kB / 161kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.04%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.1kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 23.95%, 5.703MiB / 3.703GiB, 0.15%, 61.6MB / 46MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 68.68%, 6.195MiB / 3.703GiB, 0.16%, 44.7MB / 61.2MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.555MiB / 125MiB, 4.44%, 272kB / 161kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.35%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.1kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 23.95%, 5.703MiB / 3.703GiB, 0.15%, 61.6MB / 46MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 68.68%, 6.195MiB / 3.703GiB, 0.16%, 44.7MB / 61.2MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.555MiB / 125MiB, 4.44%, 272kB / 161kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.35%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.1kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 23.95%, 5.703MiB / 3.703GiB, 0.15%, 61.6MB / 46MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 74.03%, 6.195MiB / 3.703GiB, 0.16%, 44.8MB / 61.3MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.28%, 5.555MiB / 125MiB, 4.44%, 272kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.53%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.1kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 29.66%, 5.707MiB / 3.703GiB, 0.15%, 61.7MB / 46MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 74.03%, 6.195MiB / 3.703GiB, 0.16%, 44.8MB / 61.3MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.28%, 5.555MiB / 125MiB, 4.44%, 272kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.53%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.1kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 29.66%, 5.707MiB / 3.703GiB, 0.15%, 61.7MB / 46MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 74.03%, 6.195MiB / 3.703GiB, 0.16%, 44.8MB / 61.3MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.28%, 5.555MiB / 125MiB, 4.44%, 272kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.13%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.53%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.801MiB / 50MiB, 5.60%, 77.2kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 26.40%, 5.707MiB / 3.703GiB, 0.15%, 61.7MB / 46.1MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 69.04%, 6.195MiB / 3.703GiB, 0.16%, 44.8MB / 61.3MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.28%, 5.555MiB / 125MiB, 4.44%, 272kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.801MiB / 50MiB, 5.60%, 77.2kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 26.40%, 5.707MiB / 3.703GiB, 0.15%, 61.7MB / 46.1MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 69.04%, 6.195MiB / 3.703GiB, 0.16%, 44.8MB / 61.3MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.28%, 5.555MiB / 125MiB, 4.44%, 272kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.2kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 26.72%, 5.711MiB / 3.703GiB, 0.15%, 61.8MB / 46.1MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 72.18%, 6.195MiB / 3.703GiB, 0.16%, 44.9MB / 61.4MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.555MiB / 125MiB, 4.44%, 272kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.2kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 26.72%, 5.711MiB / 3.703GiB, 0.15%, 61.8MB / 46.1MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 72.18%, 6.195MiB / 3.703GiB, 0.16%, 44.9MB / 61.4MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.555MiB / 125MiB, 4.44%, 272kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.2kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 27.20%, 5.711MiB / 3.703GiB, 0.15%, 61.8MB / 46.2MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 67.83%, 6.195MiB / 3.703GiB, 0.16%, 44.9MB / 61.4MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.555MiB / 125MiB, 4.44%, 272kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.12%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.2kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 27.20%, 5.711MiB / 3.703GiB, 0.15%, 61.8MB / 46.2MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 67.83%, 6.195MiB / 3.703GiB, 0.16%, 44.9MB / 61.4MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.555MiB / 125MiB, 4.44%, 272kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.12%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.2kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 27.45%, 5.711MiB / 3.703GiB, 0.15%, 61.9MB / 46.2MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 74.78%, 6.195MiB / 3.703GiB, 0.16%, 44.9MB / 61.5MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.555MiB / 125MiB, 4.44%, 272kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.12%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.80%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.2kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 27.45%, 5.711MiB / 3.703GiB, 0.15%, 61.9MB / 46.2MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 74.78%, 6.195MiB / 3.703GiB, 0.16%, 44.9MB / 61.5MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.555MiB / 125MiB, 4.44%, 272kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.12%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.80%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.2kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 27.45%, 5.711MiB / 3.703GiB, 0.15%, 61.9MB / 46.2MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 70.42%, 6.195MiB / 3.703GiB, 0.16%, 45MB / 61.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.555MiB / 125MiB, 4.44%, 272kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.12%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.80%, 25.57MiB / 500MiB, 5.11%, 1.06MB / 191kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.801MiB / 50MiB, 5.60%, 77.3kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 30.12%, 5.711MiB / 3.703GiB, 0.15%, 62MB / 46.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 70.42%, 6.195MiB / 3.703GiB, 0.16%, 45MB / 61.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.31%, 5.555MiB / 125MiB, 4.44%, 273kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.18%, 25.58MiB / 500MiB, 5.12%, 1.06MB / 192kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.07%, 2.801MiB / 50MiB, 5.60%, 77.3kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 30.12%, 5.711MiB / 3.703GiB, 0.15%, 62MB / 46.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 70.42%, 6.195MiB / 3.703GiB, 0.16%, 45MB / 61.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.31%, 5.555MiB / 125MiB, 4.44%, 273kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.18%, 25.58MiB / 500MiB, 5.12%, 1.06MB / 192kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 77.3kB / 134kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 25.66%, 5.711MiB / 3.703GiB, 0.15%, 62MB / 46.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 69.80%, 6.195MiB / 3.703GiB, 0.16%, 45MB / 61.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.555MiB / 125MiB, 4.44%, 273kB / 162kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
