[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.141MiB / 50MiB, 6.28%, 2.83kB / 1.42kB, 0B / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.41%, 8.055MiB / 3.871GiB, 0.20%, 1.61MB / 1.09MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.15%, 4.074MiB / 125MiB, 3.26%, 15.4kB / 8.06kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 126.84%, 9.715MiB / 3.871GiB, 0.25%, 1.05MB / 1.59MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.03%, 3.184MiB / 50MiB, 6.37%, 6.45kB / 6.45kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.10%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.7MiB / 500MiB, 4.34%, 39.9kB / 8.16kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.41%, 8.055MiB / 3.871GiB, 0.20%, 1.61MB / 1.09MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.15%, 4.074MiB / 125MiB, 3.26%, 15.4kB / 8.06kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 126.84%, 9.715MiB / 3.871GiB, 0.25%, 1.05MB / 1.59MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.45kB / 6.45kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.09%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.16%, 21.7MiB / 500MiB, 4.34%, 42kB / 8.54kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 21.74%, 8.191MiB / 3.871GiB, 0.21%, 1.71MB / 1.16MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.12%, 4.074MiB / 125MiB, 3.26%, 15.4kB / 8.06kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 127.81%, 9.727MiB / 3.871GiB, 0.25%, 1.12MB / 1.69MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.45kB / 6.45kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.09%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.16%, 21.7MiB / 500MiB, 4.34%, 42kB / 8.54kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 21.74%, 8.191MiB / 3.871GiB, 0.21%, 1.71MB / 1.16MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.12%, 4.074MiB / 125MiB, 3.26%, 15.4kB / 8.06kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 127.81%, 9.727MiB / 3.871GiB, 0.25%, 1.12MB / 1.69MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.45kB / 6.45kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.09%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.7MiB / 500MiB, 4.34%, 42kB / 8.54kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.28%, 8.082MiB / 3.871GiB, 0.20%, 1.81MB / 1.24MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.13%, 4.082MiB / 125MiB, 3.27%, 15.4kB / 8.06kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 130.60%, 9.738MiB / 3.871GiB, 0.25%, 1.19MB / 1.79MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.45kB / 6.45kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.09%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.7MiB / 500MiB, 4.34%, 42kB / 8.54kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.28%, 8.082MiB / 3.871GiB, 0.20%, 1.81MB / 1.24MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.13%, 4.082MiB / 125MiB, 3.27%, 15.4kB / 8.06kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 130.60%, 9.738MiB / 3.871GiB, 0.25%, 1.19MB / 1.79MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.45kB / 6.45kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.08%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.19%, 21.71MiB / 500MiB, 4.34%, 42kB / 8.54kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.37%, 8.09MiB / 3.871GiB, 0.20%, 1.89MB / 1.31MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.10%, 4.082MiB / 125MiB, 3.27%, 15.4kB / 8.06kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 123.64%, 9.738MiB / 3.871GiB, 0.25%, 1.27MB / 1.88MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.45kB / 6.45kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.08%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.19%, 21.71MiB / 500MiB, 4.34%, 42kB / 8.54kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.37%, 8.09MiB / 3.871GiB, 0.20%, 1.89MB / 1.31MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.10%, 4.082MiB / 125MiB, 3.27%, 15.4kB / 8.06kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 123.64%, 9.738MiB / 3.871GiB, 0.25%, 1.27MB / 1.88MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.45kB / 6.45kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.08%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.04%, 21.71MiB / 500MiB, 4.34%, 42kB / 8.54kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.21%, 8.094MiB / 3.871GiB, 0.20%, 2MB / 1.38MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.16%, 4.086MiB / 125MiB, 3.27%, 15.6kB / 8.17kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 121.91%, 9.75MiB / 3.871GiB, 0.25%, 1.33MB / 1.98MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.45kB / 6.45kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.08%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.04%, 21.71MiB / 500MiB, 4.34%, 42kB / 8.54kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 18.21%, 8.094MiB / 3.871GiB, 0.20%, 2MB / 1.38MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.16%, 4.086MiB / 125MiB, 3.27%, 15.6kB / 8.17kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 121.91%, 9.75MiB / 3.871GiB, 0.25%, 1.33MB / 1.98MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.45kB / 6.45kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.07%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.04%, 21.71MiB / 500MiB, 4.34%, 42kB / 8.54kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 15.79%, 8.102MiB / 3.871GiB, 0.20%, 2.09MB / 1.45MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.16%, 4.086MiB / 125MiB, 3.27%, 15.6kB / 8.17kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 121.91%, 9.75MiB / 3.871GiB, 0.25%, 1.33MB / 1.98MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.03%, 3.184MiB / 50MiB, 6.37%, 6.56kB / 6.68kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.07%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.01%, 21.71MiB / 500MiB, 4.34%, 42kB / 8.54kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 15.79%, 8.102MiB / 3.871GiB, 0.20%, 2.09MB / 1.45MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.23%, 4.094MiB / 125MiB, 3.28%, 15.8kB / 8.28kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 119.30%, 9.75MiB / 3.871GiB, 0.25%, 1.41MB / 2.07MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.03%, 3.184MiB / 50MiB, 6.37%, 6.56kB / 6.68kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.07%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.01%, 21.71MiB / 500MiB, 4.34%, 42kB / 8.54kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 15.79%, 8.102MiB / 3.871GiB, 0.20%, 2.09MB / 1.45MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.23%, 4.094MiB / 125MiB, 3.28%, 15.8kB / 8.28kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 119.30%, 9.75MiB / 3.871GiB, 0.25%, 1.41MB / 2.07MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.56kB / 6.68kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.09%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.16%, 21.71MiB / 500MiB, 4.34%, 44.2kB / 8.91kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 20.72%, 8.125MiB / 3.871GiB, 0.20%, 2.18MB / 1.52MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.11%, 4.098MiB / 125MiB, 3.28%, 15.8kB / 8.28kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 125.19%, 9.773MiB / 3.871GiB, 0.25%, 1.48MB / 2.16MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.56kB / 6.68kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.09%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.16%, 21.71MiB / 500MiB, 4.34%, 44.2kB / 8.91kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 20.72%, 8.125MiB / 3.871GiB, 0.20%, 2.18MB / 1.52MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.11%, 4.098MiB / 125MiB, 3.28%, 15.8kB / 8.28kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 125.19%, 9.773MiB / 3.871GiB, 0.25%, 1.48MB / 2.16MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.56kB / 6.68kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.06%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.02%, 21.71MiB / 500MiB, 4.34%, 44.2kB / 8.91kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 20.65%, 8.129MiB / 3.871GiB, 0.21%, 2.28MB / 1.6MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.09%, 4.102MiB / 125MiB, 3.28%, 15.8kB / 8.28kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 133.46%, 9.777MiB / 3.871GiB, 0.25%, 1.55MB / 2.25MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.56kB / 6.68kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.06%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.02%, 21.71MiB / 500MiB, 4.34%, 44.2kB / 8.91kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 20.65%, 8.129MiB / 3.871GiB, 0.21%, 2.28MB / 1.6MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.09%, 4.102MiB / 125MiB, 3.28%, 15.8kB / 8.28kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 133.46%, 9.777MiB / 3.871GiB, 0.25%, 1.55MB / 2.25MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.56kB / 6.68kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.14%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.40%, 21.71MiB / 500MiB, 4.34%, 44.2kB / 8.91kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 17.41%, 8.141MiB / 3.871GiB, 0.21%, 2.38MB / 1.67MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.16%, 4.105MiB / 125MiB, 3.28%, 16.1kB / 8.38kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 118.72%, 9.801MiB / 3.871GiB, 0.25%, 1.62MB / 2.36MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.00%, 3.184MiB / 50MiB, 6.37%, 6.56kB / 6.68kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.14%, 9.332MiB / 50MiB, 18.66%, 3.81kB / 1.19kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 1.40%, 21.71MiB / 500MiB, 4.34%, 44.2kB / 8.91kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 17.41%, 8.141MiB / 3.871GiB, 0.21%, 2.38MB / 1.67MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.16%, 4.105MiB / 125MiB, 3.28%, 16.1kB / 8.38kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 118.72%, 9.801MiB / 3.871GiB, 0.25%, 1.62MB / 2.36MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.04%, 3.184MiB / 50MiB, 6.37%, 6.67kB / 6.91kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.09%, 9.332MiB / 50MiB, 18.66%, 3.94kB / 1.26kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.71MiB / 500MiB, 4.34%, 44.3kB / 8.98kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.19%, 8.145MiB / 3.871GiB, 0.21%, 2.47MB / 1.74MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.14%, 4.113MiB / 125MiB, 3.29%, 16.3kB / 8.49kB, 1.22MB / 0B
OK,10,2,ffada384d61a, func_faas-swarm.1.nssrquk7czomi4x3qa5hie7rq, 124.43%, 9.82MiB / 3.871GiB, 0.25%, 1.69MB / 2.45MB, 770kB / 0B
OK,10,2,ba54cde571cb, func_basic-auth-plugin.1.zmckz1l6ga5ovu66j3n752iog, 0.00%, 2.883MiB / 3.871GiB, 0.07%, 2.95kB / 0B, 1.61MB / 0B
[2J[HOK,10,2,11069cb3a8a9, func_queue-worker.1.tj129aiqwiz6d1b0mcvm8jstf, 0.04%, 3.184MiB / 50MiB, 6.37%, 6.67kB / 6.91kB, 0B / 0B
OK,10,2,e43b0d0f6446, func_alertmanager.1.bj8l5scneb5vojy5a3ylm32o9, 0.09%, 9.332MiB / 50MiB, 18.66%, 3.94kB / 1.26kB, 4.57MB / 0B
OK,10,2,8883699116b6, func_prometheus.1.xtf4kl6y5binong6at3ipla9j, 0.00%, 21.71MiB / 500MiB, 4.34%, 44.3kB / 8.98kB, 27.7MB / 0B
OK,10,2,604deabc917b, func_gateway.1.i6ropav5ril9scchhhi9axpdr, 19.19%, 8.145MiB / 3.871GiB, 0.21%, 2.47MB / 1.74MB, 582kB / 0B
OK,10,2,cd9a2a6184d8, func_nats.1.autl5vvyy22csefo17ziptvqc, 0.14%, 4.113MiB / 125MiB, 3.29%, 16.3kB / 8.49kB, 1.22MB / 0B
